도서명,카테고리,AR,작가,출판사,ISBN,설명,메인,상세페이지,검색어
DK First Human Body Encyclopedia,,,Penny Smith,DK,9780756609979,"인체의 기본 구조와 기능을 쉽고 생생하게 탐험할 수 있는 백과사전으로, 각 부분이 어떻게 연결되고 작용하는지가 자연스럽게 이어져 있어요. 선명한 사진과 그림, 직관적인 설명이 글과 조화를 이루어, 읽는 동안 관찰력과 호기심이 자연스럽게 자라고, 몸의 구조와 작동 방식을 쉽게 이해하며 배울 수 있어요. 핵심 정보가 명확하게 정리되어 있어, 인체에 대한 흥미와 기초 지식을 동시에 넓히기 좋은 책이에요.",http://mecca01.hgodo.com/main/9780756609979_600.jpg,http://mecca01.hgodo.com/goods/9780756609979_a.jpg,"논픽션,휴먼바디,휴먼 바디,인사이클로피디아,백과사전"
피터팬 정글북 Minalima Classics : Peter Pan & The Jungle Book 2 Books Set,,,"Rudyard Kipling, Minalima",HarperCollins,9780063271777,"고전 명작 피터팬과 정글북을 한 번에 즐길 수 있는 하드커버 책 2권 세트예요. 두 이야기 모두 오리지널 텍스트에 눈길을 끄는 그림과 인터랙티브 요소(접었다 펴는 페이지 등)가 들어 있어 읽는 재미가 더해졌어요. 피터팬은 네버랜드에서 날아다니며 모험하는 이야기, 정글북은 정글에서 동물 친구들과 함께 성장하는 모글리 이야기예요. 클래식한 스토리와 다채로운 시각 요소 덕분에 책으로 경험하는 모험이 더욱 특별하게 느껴져요.",http://mecca01.hgodo.com/main/9780063271777_600.jpg,http://mecca01.hgodo.com/goods/9780063271777_a.jpg,"챕터북,미나리마,피터팬,정글북"
피노키오 오즈의 마법사 Minalima Classics : The Wonderful Wizard of Oz & The Adventures of Pinocchio 2 Books Set ,,,Carlo Collodi,HarperCollins,9780063271784,"오즈의 마법사와 피노키오를 한 번에 즐길 수 있는 하드커버 책 2권 세트예요. 두 이야기 모두 오리지널 텍스트에 눈길을 끄는 그림과 인터랙티브 요소(접었다 펴는 페이지 등)가 들어 있어 읽는 재미가 더해졌어요. 오즈의 마법사는 도로시가 집으로 돌아가기 위해 신비한 오즈 세계를 여행하는 이야기고, 피노키오는 나무 인형이 진짜 소년이 되기 위해 겪는 모험을 담고 있어요. 클래식 스토리를 눈에 띄는 디자인과 그림으로 새롭게 경험할 수 있는 특별한 도서 세트예요.",http://mecca01.hgodo.com/main/9780063271784_600.jpg,http://mecca01.hgodo.com/goods/9780063271784_a.jpg,"챕터북,미나리마,오즈의 마법사,피노키오"
해리포터 Harry Potter: The Illustrated Edition Years 1 and 2,,6.7,J.K. Rowling,Scholastic,9781338729467,"고급 하드커버로 제작된 일러스트 버전의 해리 포터로, 아름답게 그려진 그림과 글이 함께 어우러져 마법 세계를 더욱 생생하게 느낄 수 있어요. 마법과 모험, 우정과 사건 속 캐릭터의 감정을 세밀하게 경험하며, 책장을 넘길 때마다 몰입감과 감동이 더해집니다. 소장 가치가 높은 하드커버와 풍부한 일러스트 덕분에, 원작의 매력을 한층 깊이 즐길 수 있는 특별한 판이에요.",http://mecca01.hgodo.com/main/9781338729467_600.jpg,http://mecca01.hgodo.com/goods/9781338729467_a.jpg,"챕터북,해리 포터,해리포터 일러스트,jk롤링,jk 롤링,일러스트 에디션"
스테이시 맥널티 Our Universe 8 Books Set,,2.6~4.3,Stacy McAnulty,Henry Holt & Company,9781250442901,"별, 행성, 은하 등 실제 과학 정보를 그림과 시각 자료로 쉽고 생생하게 보여 주는 세트예요. 내용은 논픽션 바탕으로 하지만, 그림책으로 구성되어 있어 어렵지 않고 자연스럽게 아이들이 쉽게 이해할 수 있습니다. 각 권마다 주제가 이어져 호기심을 따라 읽으며 우주를 관찰하고 탐험하는 듯한 몰입감을 느낄 수 있어요. 과학 지식과 재미를 동시에 경험하며 우주에 대한 흥미를 쉽고 즐겁게 넓힐 수 있어요.",http://mecca01.hgodo.com/main/9781250442901_600.jpg,http://mecca01.hgodo.com/goods/9781250442901_a.jpg,"논픽션,스토리북,그림책,아워유니버스,아워 유니버스,논픽션"
나무 집 The Treehouse 10 Books Set,,3.4~4.4,"Andy Griffiths, Terry Denton",Macmillan,9781529030440,"트리하우스에서 잭과 친구들이 펼치는 모험 이야기를 따라가며, 마법과 상상력이 가득한 다양한 사건을 경험할 수 있어요. 공룡, 해적, 외계인 등 기발한 등장인물과 장소가 매권마다 바뀌며, 유머와 흥미로운 상황이 이어져 몰입감이 높아요. 생생한 그림과 글이 함께 어우러져 캐릭터의 감정과 상황을 쉽게 이해할 수 있고, 모험을 따라가면서 자연스럽게 상상력과 창의력이 자라요.",http://mecca01.hgodo.com/main/9781529030440_600.jpg,http://mecca01.hgodo.com/goods/9781529030440_a.jpg,"챕터북,트리하우스,나무집"
My First Learn to Write Workbook,,,Crystal Radke,Callisto Kids,9781641526272,"알파벳과 글씨 쓰기를 처음 배우는 단계를 위해 만들어진 워크북으로, 선 긋기, 모양 따라 쓰기 등 기초 활동을 통해 글씨 쓰기 자신감을 차근차근 키울 수 있어요. 단계별 활동과 친근한 그림이 조화를 이루어, 집중하며 즐겁게 연습할 수 있고, 쓰기 능력과 손 조작 능력을 자연스럽게 확장할 수 있습니다. 많은 부모님과 교사들이 선택하고 사랑한 워크북으로, 실용성과 재미를 동시에 경험하며 쓰기 연습을 시작하기 좋습니다.",http://mecca01.hgodo.com/main/9781641526272_600.jpg,http://mecca01.hgodo.com/goods/9781641526272_a.jpg,워크북
스콜라스틱 Success with Toddler Workbook (24 Big Stickers + 24 Flash Cards!),,,Scholastic,Scholastic,9781338836431,"토들러(1~3세 유아)를 위해 만들어진 쉽고 친근한 워크북으로, 숫자, 글자, 색깔 등 기초 개념을 놀이하듯 배울 수 있어요. 붙이는 재미가 있는 큰 스티커와 함께 사용하는 플래시카드가 포함되어, 흥미를 느끼며 집중력과 관찰력을 자연스럽게 키울 수 있습니다. 아이가 즐겁게 참여하도록 구성되어 학습과 놀이를 연결해 경험할 수 있어요.",http://mecca01.hgodo.com/main/9781338836431_600.jpg,http://mecca01.hgodo.com/goods/9781338836431_a.jpg,"워크북,토들러"
페파피그 Peppa's Amazing Stories (6 Amazing Stories to Share!),,,Ladybird Books,Ladybird Books,9780241554647,"페파와 친구들이 다양한 모험을 즐기는 이야기책으로, 슈퍼히어로가 되어 활약하기도 하고, 반짝이는 황금 장화를 신고 신나는 모험을 떠나기도 합니다. 우주를 여행하며 새로운 세계를 경험하고, 동화 같은 상상 속 모험과 마법의 유니콘과의 만남, 세상에서 가장 큰 진흙 웅덩이에서 신나게 장난치는 이야기까지 담겨 있어요. 밝고 귀여운 그림과 글이 함께 어우러져, 캐릭터의 감정과 상황을 쉽게 이해하며 웃음과 상상력을 자연스럽게 키울 수 있습니다.",http://mecca01.hgodo.com/main/9780241554647_600.jpg,http://mecca01.hgodo.com/goods/9780241554647_a.jpg,"스토리북,페파 피그,어메이징"
The Science Fiction Children's Collection 10 Books Set (QR음원 포함),,,Ned Hartley,Sweet Cherry Publishing,9781802635195,"아이들의 상상력을 활짝 열어 주는 과학소설 어린이 컬렉션이에요. 우주 여행, 미래 기술, 신비한 모험 등 흥미로운 SF 이야기를 통해 과학적 호기심과 창의적인 사고를 자연스럽게 키울 수 있습니다. 아이 눈높이에 맞춘 쉬운 글과 생동감 있는 그림이 어우러져 읽는 재미를 더하고, QR 음원을 통해 듣기 활동까지 함께 즐길 수 있어요. 이야기를 따라가며 과학 개념과 상상의 세계를 동시에 경험할 수 있어, 독서 습관 형성과 사고력 발달에 도움을 주는 세트입니다.",http://mecca01.hgodo.com/main/9781802635195_600.jpg,http://mecca01.hgodo.com/goods/9781802635195_a.jpg,"챕터북,사이언스 픽션,사이언스 픽션"
스콜라스틱 Harry Potter and the Sorcerer's Stone (#1),,,J.K. Rowling,Scholastic,9781338596700,"해리가 자신이 마법사라는 사실을 알게 되며 호그와트에서의 첫 해를 시작하는 이야기를 미나리마 팝업으로 만날 수 있는 책이에요. 책장을 넘길 때마다 펼쳐지는 정교한 팝업과 아름다운 일러스트가 호그와트 성과 마법 세계를 생생하게 보여 줍니다. 해리는 새로운 친구들과 함께 마법을 배우고, 어둠의 마법사 볼드모트와 얽힌 비밀을 마주하며 자신의 운명을 처음으로 깨닫게 됩니다. 마법 세계의 시작과 설렘을 입체적으로 느낄 수 있어요.",http://mecca01.hgodo.com/main/9781338596700_600.jpg,http://mecca01.hgodo.com/goods/9781338596700_a.jpg,"챕터북,미나리마,해리포터,해리 포터,마법사의 돌"
스콜라스틱 Harry Potter and the Chamber of Secrets (#2),,,J.K. Rowling,Scholastic,9781338716535,"해리의 두 번째 학년을 그린 이야기를 미나리마 팝업으로 생생하게 담아낸 책이에요. 펼쳐지는 팝업과 섬세한 일러스트가 비밀의 방과 호그와트에 드리운 불안한 분위기를 입체적으로 전해 줍니다. 정체를 알 수 없는 목소리와 연쇄적인 사건 속에서 해리는 자신의 능력과 과거의 진실을 마주하게 되며, 용기와 선택의 의미를 배우게 됩니다. 마법 세계의 어두운 면이 서서히 드러나는 이야기를 깊이 있게 느낄 수 있어요.",http://mecca01.hgodo.com/main/9781338716535_600.jpg,http://mecca01.hgodo.com/goods/9781338716535_a.jpg,"챕터북,미나리마,해리포터,해리 포터,비밀의 방"
스콜라스틱 Harry Potter and the Prisoner of Azkaban (#3),,,J.K. Rowling,Scholastic,9781338815283,"해리의 세 번째 모험을 미나리마 팝업으로 표현한 책이에요. 책장을 넘길 때마다 펼쳐지는 정교한 팝업이 아즈카반의 죄수와 디멘터의 음산한 분위기를 생생하게 전달합니다. 탈옥수 시리우스 블랙의 등장으로 긴장감이 높아지는 가운데, 해리는 부모의 과거와 자신의 상처를 마주하며 한층 성장하게 됩니다. 두려움과 진실, 용서의 의미가 이야기 전반에 깊게 스며들어 있어요.",http://mecca01.hgodo.com/main/9781338815283_600.jpg,http://mecca01.hgodo.com/goods/9781338815283_a.jpg,"챕터북,미나리마,해리포터,해리 포터,아즈카반의 죄수"
스콜라스틱 Harry Potter and the Goblet of Fire (#4),,,J.K. Rowling,Scholastic,9781546154419,"해리의 네 번째 이야기를 미나리마 팝업으로 역동적으로 담아낸 책이에요. 화려한 팝업과 일러스트가 트리위저드 시합의 웅장한 스케일과 긴박한 순간들을 생생하게 펼쳐 줍니다. 예상치 못한 시합 참가로 위험에 휘말린 해리는 경쟁과 선택의 무게를 경험하고, 마법 세계에 다시 어둠이 깨어나고 있음을 직접 목격하게 됩니다. 이야기의 분위기가 한층 성숙해지며, 본격적인 갈등의 시작을 느낄 수 있어요.",http://mecca01.hgodo.com/main/9781546154419_600.jpg,http://mecca01.hgodo.com/goods/9781546154419_a.jpg,"챕터북,미나리마,해리포터,해리 포터,불의 잔"
The Princess Pulverizer Collection 8 Books,,4.2~4.3,Nancy Krulik,Random House,9780593090107,"용감하고 재치 있는 공주가 주인공인 이야기로, 모험과 문제 해결 과정을 흥미롭게 그린 책들이에요. 활기찬 글과 개성 있는 일러스트가 어우러져 읽는 즐거움을 높이고, 주인공이 도전과 난관을 마주하며 자신감을 키워 가는 모습을 자연스럽게 보여 줍니다. 이야기 속에서 용기, 기지, 협동심을 배우며 상상력과 문제 해결 능력을 함께 키울 수 있어요.",http://mecca01.hgodo.com/main/9780593090107_600.jpg,http://mecca01.hgodo.com/goods/9780593090107_a.jpg,"챕터북,공주,프린세스,퍼벌라이저,펄버라이저"
주디 무디 Judy Moody and Friends 15 Books in One Box!,,2.5~3.4,Megan McDonald,Walker Books,9781529527179,"호기심 많고 장난기 가득한 주디의 학교와 일상을 따라가는 이야기예요. 매번 엉뚱한 계획과 좌충우돌 사건에 휘말리면서도 자신만의 방식으로 문제를 해결하고, 친구들과 함께 웃고 울며 성장하는 모습을 보여 줍니다. 유쾌한 글과 귀여운 일러스트가 함께 어우러져, 장난과 모험, 우정의 순간을 생생하게 느낄 수 있어요.",http://mecca01.hgodo.com/main/9781529527179_600.jpg,http://mecca01.hgodo.com/goods/9781529527179_a.jpg,"챕터북,주디무디"
케이트 디카밀로 Mercy Watson 6 Books Set (수상작 포함),,2.6~3.2,Kate Dicamillo,Candlewick Press,9781536227123,"사랑스러운 돼지 머시가 주인공인 이야기로, 작지만 유쾌한 사건들이 매 권 펼쳐집니다. 먹는 것을 좋아하고 약간 엉뚱한 머시는 가족과 이웃을 놀라게 하면서도 결국 모두를 웃게 만드는 매력을 지니고 있어요. 재미있는 글과 생동감 있는 일러스트가 어우러져, 웃음과 따뜻함, 작은 모험의 즐거움을 동시에 느낄 수 있는 시리즈예요.",http://mecca01.hgodo.com/main/9781536227123_600.jpg,http://mecca01.hgodo.com/goods/9781536227123_a.jpg,"챕터북,멀시왓슨,머시왓슨,머시 왓슨,멀시 왓슨,케이트디카밀로"
모 윌렘스 Pigeon Book Collection 7 Books Set,,0.7~1.5,Mo Willems,Walker Books,9781529512595,"호기심 많고 장난기 가득한 비둘기가 주인공인 이야기로, 원하는 것을 얻으려 애쓰며 벌어지는 좌충우돌 상황이 유쾌하게 펼쳐집니다. 글이 짧고 쉽고 단순해서, 영어를 처음 접하는 아이들도 부담 없이 읽을 수 있어요. 익살스러운 그림과 유머러스한 상황이 글과 함께 어우러져, 웃음을 느끼며 자연스럽게 읽기 능력과 문제 해결력, 상상력을 키울 수 있는 쉽고 즐거운 모험 시리즈입니다.",http://mecca01.hgodo.com/main/9781529512595_600.jpg,http://mecca01.hgodo.com/goods/9781529512595_a.jpg,"스토리북,모윌렘스,피죤,피존"
Emily Winfield Martin's Dreamy & Magical Three-Book Boxed Set,,,Emily Winfield Martin,Random House,9780593380635,"부드럽고 몽환적인 세계로 초대하는 세 권의 이야기예요. 환상적인 그림과 따뜻한 글이 어우러져, 아이들이 상상 속에서 여행하듯 이야기를 따라갈 수 있습니다. 마법과 모험, 신비로운 동물과 장소들이 등장해 호기심을 자극하고, 꿈과 현실이 섞인 독특한 분위기 속에서 상상력과 창의력을 자연스럽게 키울 수 있어요. 읽는 내내 편안함과 설렘을 함께 느낄 수 있는 특별한 세트입니다.",http://mecca01.hgodo.com/main/9780593380635_600.jpg,http://mecca01.hgodo.com/goods/9780593380635_a.jpg,"스토리북,에밀리"
에릭 칼 Bill Martin Jr & Eric Carle Classic Stories 3 Books Set,,,"Eric Carld, Bill Martin Jr.",Henry Holt & Company,9781250758675,"선명한 색감과 단순하지만 힘 있는 그림으로 동물과 자연을 소개하는 이야기 세 권이에요. ‘브라운 베어, 브라운 베어, 무엇이 보이나?’처럼 반복적이고 리듬감 있는 글이 특징으로, 아이들이 글을 따라 읽으며 자연스럽게 동물 이름과 색깔, 패턴을 익힐 수 있습니다. 그림마다 숨은 디테일과 다양한 동물이 등장해 관찰력과 호기심을 자극하고, 글과 그림이 함께 이야기를 만들어 읽는 재미를 높여 줍니다.",http://mecca01.hgodo.com/main/9781250758675_600.jpg,http://mecca01.hgodo.com/goods/9781250758675_a.jpg,"스토리북,에릭칼,빌마틴,빌 마틴,브라운베어,브라운 베어"
앤서니 브라운 Little Beauty,,1.9,Anthony Browne,Walker Books,9781529514131,"사육사의 도움으로 수화를 배우게 된 고릴라가 아무리 풍족해도 마음 한켠이 허전하다고 느낄 때, 작고 귀여운 새끼 고양이 ‘뷰티’가 찾아와요. 두 친구는 함께 시간을 보내며 점점 더 깊은 마음의 끈을 만들어가죠. 가끔 오해와 작은 사건도 생기지만, 서로를 이해하려는 마음과 충실한 우정 덕분에 한층 더 가까워지는 과정을 보며 보는 이도 따뜻한 감동을 느낄 수 있어요. 그림 속 섬세한 표정과 부드러운 이야기 흐름 덕분에 아이와 어른 모두 우정과 서로를 배려하는 마음을 함께 느낄 수 있는 그림책입니다.",https://mecca01.hgodo.com/main/9781529514131_600.jpg,http://mecca01.hgodo.com/goods/9781529514131_a.jpg,"스토리북,그림책,앤서니브라운,리틀뷰티,리틀 뷰티,고릴라"
칼데콧 수상작 Knuffle Bunny,,1.6,Mo Willems,Walker Books,9781844280599,"주인공 트릭시와 그녀가 가장 사랑하는 봉제 인형 Knuffle Bunny가 아빠와 함께 세탁소에 간 어느 날, 작은 소동이 벌어지죠. 집으로 돌아오는 길에 인형이 빠졌다는 걸 알게 된 트릭시는 끝까지 알리려고 애써 보지만, 아빠는 무슨 말인지 잘 이해를 못해요. 그러다 엄마가 상황을 알아채고, 모두 함께 다시 세탁소로 돌아가며 일어난 소소한 사건들이 웃음과 공감으로 이어져요. 현실적인 가족의 하루 속에서 벌어지는 작은 문제와 아이의 마음이 섬세하게 담겨 있어, 읽는 이도 함께 웃고 따뜻한 감동을 느끼게 되는 그림책이에요.",http://mecca01.hgodo.com/main/9781844280599_600.jpg,http://mecca01.hgodo.com/goods/9781844280599_a.jpg,"스토리북,그림책,칼데콧수상작,모윌렘스,모 윌렘스,너플버니,너플 버니"
존 클라센 We Found a Hat,,1.3,Jon Klassen,Walker Books,9781406373820,"두 마리의 거북이가 무심코 발견한 멋진 모자를 두고 이야기가 시작돼요. 모자는 둘 다 잘 어울리지만, 아쉽게도 모자는 단 하나뿐이죠. 그러면서 두 친구 사이에 작은 고민과 감정이 싹트고, 말로 하는 설명보다 표정과 그림으로 전달되는 섬세한 마음이 이야기를 깊고 따뜻하게 만들어줘요. 가벼운 모험 속에서도 우정, 배려, 선택의 순간을 잔잔하게 보여줘서 아이와 함께 읽으면 웃음과 공감이 자연스럽게 이어지는 그림책이에요.",https://mecca01.hgodo.com/main/9781406373820_600.jpg,http://mecca01.hgodo.com/data/temp/shop/data/goods/2016/9781406373820_a.jpg,"스토리북,그림책,존클라센"
메이지 Maisy Goes to the Library,,1.6,Lucy Cousins,Walker Books,9781406344585,"메이지가 도서관에 가면서 펼쳐지는 작은 모험이에요. 책을 찾고, 컴퓨터를 사용하고, 수족관도 구경하면서 하루를 즐기던 마이지는, 친구들이 와서 함께 놀면서 예상치 못한 상황에 맞닥뜨리죠. 조용히 책을 읽고 싶어 했던 마음과 친구들과의 즐거움이 살짝 부딪히는 순간이 이어지면서, 이야기 속에서 자연스럽게 호기심과 탐험의 재미가 살아나요.",https://mecca01.hgodo.com/main/9781406344585_600.jpg,http://mecca01.hgodo.com/goods/9781406344585_a.jpg,"스토리북,그림책,루시커즌스,루시 커즌스"
DK Marvel Studios Character Encyclopedia,,,DK,DK,9781465478894,"마블 시네마틱 유니버스의 영웅과 악당, 각 캐릭터의 능력과 특징을 컬러 일러스트와 함께 한눈에 보여주는 안내서입니다. 인기 캐릭터부터 보조 인물까지, 마블 세계관을 이해하는 데 필수적인 정보를 재미있게 확인할 수 있습니다.",http://mecca01.hgodo.com/main/9781465478894_600.jpg,http://mecca01.hgodo.com/goods/9781465478894_a.jpg,"마블 스튜디오,마블 백과사전,마블 사전"
로알드 달 Roald Dahl Collection 15 Books,,3.1~6.1,"Roald Dahl, Quentin Blake",Puffin Books,9780141371337,"상상력 넘치는 이야기의 거장 로알드 달의 대표작을 한 번에 만날 수 있는 컬렉션이에요. 엉뚱하고 기발한 아이들이 주인공이 되어 일상 속에서 예상치 못한 모험을 펼치고, 어른들의 세계에 통쾌한 한 방을 날리기도 해요. 웃음 속에 따뜻한 메시지와 용기가 자연스럽게 담겨 있어 읽는 내내 즐겁고, 이야기마다 개성이 뚜렷해 지루할 틈이 없어요. 생생한 이야기와 재치 있는 전개 덕분에 독서의 재미를 느끼는 것은 물론, 상상력과 생각하는 힘도 함께 자라날 수 있는 특별한 컬렉션이에요.",https://mecca01.hgodo.com/main/9780141371337_600.jpg,https://mecca01.hgodo.com/goods/9780141371337_a.jpg,"챕터북,로알드달"
포켓몬 Pokemon Super Collection 15 Books Inside!,,3.8~4.5,Pokemon,Dean,9780008644079,"피카츄와 친구들이 다양한 모험과 배틀을 경험하며 리그 도전, 구출 작전, 예상치 못한 사건들을 헤쳐 나가요. 각 권마다 새로운 장소와 적, 미니 게임과 퍼즐이 등장해 긴장감과 재미를 동시에 느낄 수 있고, 우정과 전략, 용기가 자연스럽게 이야기에 녹아 있어 몰입감이 높아요.",http://mecca01.hgodo.com/main/9780008644079_600.jpg,http://mecca01.hgodo.com/goods/9780008644079_a.jpg,"피카츄,슈퍼,수퍼"
